time,"Average fuel consumption (MPG)","Average fuel consumption (total) (MPG)","Average fuel consumption 10 sec (MPG)","Average speed (mph)","Calculated instant fuel consumption (MPG)","Calculated instant fuel rate (gal./h)","Distance travelled (miles)","Distance travelled (total) (miles)","Engine RPM (rpm)","Fuel economizer (based on fuel system status and throttle position) ()","Fuel used (gallon)","Fuel used (total) (gallon)","Fuel used price ($)","Fuel used price (total) ($)","Instant engine power (based on fuel consumption) (hp)","MAF air flow rate (g/sec)","Oxygen sensor 1 Wide Range Current (mA) (mA)","Oxygen sensor 1 Wide Range Equivalence ratio ()","Throttle position (%)","Vehicle acceleration (g)","Vehicle speed (mph)",
08:38:32.389,,,,,,,,,3141,,,,,,,,,,,,,
08:38:32.534,,,,,,,,,,,,,,,,,-0.0859375,14.5794453,,,,
08:38:32.791,,,,,,,,,,1,,,,,,,,,15.6862745098039,,,
08:38:32.892,44.2162048285853,40.2556074343288,44.2125743621277,,,0.844417678010095,,,,,0.730430913787291,1.08482140140995,2.79265651268295,3.51,9.19757214631479,9.45,,,,,,
08:38:33.018,,,,47.6416762628848,86.0954949920975,,32.3135547283033,43.6867984098904,,,,,,,,,,,,,72.7004294917681,
08:38:33.145,,,,,,,,,3126,,,,,,,,,,,,,
08:38:33.251,,,,,,,,,,,,,,,,,0.015625,14.8421784,,,,
08:38:33.489,,,,,,,,,,1,,,,,,,,,17.2549019607843,,,
08:38:33.672,,,,47.6483865557804,86.0954949920975,,32.3267622133096,43.7000058948967,,,,,,,,,,,,-0.00912697097082877,72.7004294917681,
08:38:33.804,,,,,,,,,3115,,,,,,,,,,,,,
08:38:33.959,,,,,,,,,,,,,,,,,-0.02734375,14.7363678,,,,
08:38:34.169,,,,,,,,,,1,,,,,,,,,13.3333333333333,,,
08:38:34.272,44.2435036490044,40.2748143197071,44.2161344356296,,,0.588776253632535,,,,,0.73065671578246,1.08504720340512,2.79351982145108,3.51,6.41307283332057,6.66,,,,,,
08:38:34.408,,,,47.6559310770606,123.477394884425,,32.3416203050228,43.7148639866098,,,,,,,,,,,,-0.0181658284237997,72.7004294917681,
08:38:34.516,,,,,,,,,3101,,,,,,,,,,,,,
08:38:34.649,,,,,,,,,,,,,,,,,-0.08984375,14.54581905,,,,
08:38:34.867,,,,,,,,,,1,,,,,,,,,16.8627450980392,,,
08:38:34.990,44.2483663657745,40.2790234593009,44.2198938259096,,,1.28254126267064,,,,,0.730912208569017,1.08530269619167,2.79449664702192,3.51,13.9697049235602,14.32,,,,,,
08:38:35.113,,,,47.662986211173,56.2002859291547,,32.3557551705332,43.7289988521203,,,,,,,,,,,,-0.019378477862723,72.0790582995307,
08:38:35.252,,,,,,,,,3096,,,,,,,,,,,,,
08:38:35.354,,,,,,,,,,,,,,,,,0.01953125,14.7883764,,,,
08:38:35.605,,,,,,,,,,1,,,,,,,,,21.1764705882353,,,
08:38:35.741,44.2431848310864,40.2770142307833,44.2220101766525,,,1.94159034343363,,,,,0.731317290951285,1.08570777857394,2.79604539849405,3.51,21.148203936708,22.04,,,,,,
08:38:35.861,,,,47.6704477675074,37.12378665345,,32.3707125862394,43.7439562678264,,,,,,,,,,,,-0.00996067078415835,72.0790582995307,
08:38:35.987,,,,,,,,,3085,,,,,,,,,,,,,
08:38:36.123,,,,,,,,,,,,,,,,,-0.05078125,14.7928599,,,,
08:38:36.380,,,,,,,,,,1,,,,,,,,,24.7058823529412,,,
08:38:36.509,44.2377282869569,40.2749021455834,44.2222747280582,,,2.00617163017764,,,,,0.731745610963234,1.08613609858589,2.79768299439573,3.51,21.8516366804772,22.78,,,,,,
08:38:36.612,,,,47.6779442043291,35.9287234420948,,32.3857494651029,43.75899314669,,,,,,,,,,,,-0.00963340530939898,72.0790582995307,
08:38:36.751,,,,,,,,,3093,,,,,,,,,,,,,
08:38:36.857,,,,,,,,,,,,,,,,,-0.01171875,14.8188642,,,,
08:38:37.197,,,,,,,,,,1,,,,,,,,,12.9411764705882,,,
08:38:37.393,44.2479285510993,40.2823990765287,44.2235119995277,,,0.697147666766272,,,,,0.731916758048559,1.08630724567122,2.79833734104705,3.51,7.59347669843685,7.93,,,,,,
08:38:37.519,,,,47.6867649018425,102.50025467224,,32.4037609964232,43.7770046780103,,,,,,,,,,,,-0.0182103905778964,71.4576871072934,
08:38:37.628,,,,,,,,,3065,,,,,,,,,,,,,
08:38:37.761,,,,,,,,,,,,,,,,,-0.046875,14.57451345,,,,
08:38:37.995,,,,,,,,,,1,,,,,,,,,15.6862745098039,,,
08:38:38.123,44.2623618139112,40.2927385806261,44.2268505714281,,,0.829507696484028,,,,,0.732085018675107,1.08647550629776,2.79898065190054,3.51,9.03516954111425,9.28,,,,,,
08:38:38.231,,,,47.6935015448619,85.3957611214728,,32.4177722012992,43.7910158828863,,,,,,,,,,,,-0.0181679763931653,70.8363159150561,
08:38:38.356,,,,,,,,,3046,,,,,,,,,,,,,
08:38:38.492,,,,,,,,,,,,,,,,,-0.078125,14.62562535,,,,
08:38:38.720,,,,,,,,,,1,,,,,,,,,18.0392156862745,,,
08:38:38.852,44.2642425923175,40.2950486338349,44.2299641601229,,,1.41004502169267,,,,,0.732370448549975,1.08676093617263,2.80007193594112,3.51,15.3585022605546,15.83,,,,,,
08:38:38.951,,,,47.7003546205348,50.2370066257449,,32.4320349498684,43.8052786314555,,,,,,,,,,,,-0.0183365705484195,70.8363159150561,
08:38:39.096,,,,,,,,,3028,,,,,,,,,,,,,
08:38:39.219,,,,,,,,,,,,,,,,,0.05078125,15.2788713,,,,
08:38:39.430,,,,,,,,,,1,,,,,,,,,17.6470588235294,,,
08:38:39.554,44.2697381098217,40.2995969267943,44.2330211571626,,,1.18604827544601,,,,,0.732601712994387,1.08699220061704,2.80095612929144,3.51,12.9186833323218,13.91,,,,,,
08:38:39.687,,,,47.707071302604,59.2008523267245,,32.4462801051926,43.8195237867796,,,,,,,,,,,,-0.0276326087504289,70.2149447228187,
08:38:39.789,,,,,,,,,3025,,,,,,,,,,,,,
08:38:39.907,,,,,,,,,,,,,,,,,-0.03515625,14.71350195,,,,
08:38:40.133,,,,,,,,,,1,,,,,,,,,14.1176470588235,,,
08:38:40.262,44.2807134831635,40.307506184959,44.2389935340709,,,0.712764954964898,,,,,0.732741832697439,1.0871323203201,2.80149184895212,3.51,7.76358343432985,8.05,,,,,,
08:38:40.469,,,,,,,,,3007,,,,,,,,,,,,,
08:38:40.567,,,,,,,,,,,,,,,,,-0.11328125,14.43193815,,,,
08:38:40.809,,,,,,,,,,1,,,,,,,,,18.8235294117647,,,
08:38:40.941,44.2613980146377,40.2956537684397,44.2440631785433,,,1.69526438416665,,,,,0.733061597830079,1.08745208545274,2.80271440698374,4.16,18.4651705980323,18.78,,,,,,
08:38:41.069,,,,47.7197627015779,41.4183589667999,,32.4732221880122,43.8464658695993,,,,,,,,,,,,-0.0159601411099134,70.2149447228187,
08:38:41.175,,,,,,,,,3009,,,,,,,,,,,,,
08:38:41.309,,,,,,,,,,,,,,,,,0,14.687946,,,,
08:38:41.791,44.269012117109,40.302546477068,44.2498603795869,,,2.04178853651799,,,,,0.733544114110897,1.08793460173355,2.80455921148019,4.16,22.2395833971612,23.02,,,,,,
08:38:41.910,,,,47.7274878651623,34.3890013834577,,32.4896364507146,43.8628801323016,,,,,,,,,,,,-0.00769903311208345,70.2149447228187,
08:38:42.104,,,,,,,,,3021,,,,,,,,,,,,,
08:38:42.310,,,,,,,,,,,,,,,,,-0.07421875,14.589309,,,,
08:38:42.580,,,,,,,,,,1,,,,,,,,,23.5294117647059,,,
08:38:42.700,44.2732147429091,40.3064780264495,44.255193269364,,,1.19299395893761,,,,,0.733845232454885,1.08823572007754,2.80571047724476,4.16,12.9943371546932,13.36,,,,,,
08:38:42.823,,,,47.735861243861,58.8561813586833,,32.5074410668432,43.8806847484303,,,,,,,,,,,,-0.0073151736448693,70.2149447228187,
08:38:42.957,,,,,,,,,3030,,,,,,,,,,,,,
08:38:43.087,,,,,,,,,,,,,,,,,0.03125,14.8843233,,,,
08:38:43.331,,,,,,,,,,1,,,,,,,,,18.0392156862745,,,
08:38:43.448,44.2796648899778,40.3119039480667,44.2600769555916,,,1.42142332992382,,,,,0.73414042968587,1.08853091730853,2.80683910481799,4.16,15.4824371491581,16.24,,,,,,
08:38:43.577,,,,47.7427737182534,49.3977179977822,,32.5221490673805,43.8953927489675,,,,,,,,,,,,0,70.2149447228187,
08:38:43.709,,,,,,,,,3024,,,,,,,,,,,,,
08:38:43.806,,,,,,,,,,,,,,,,,-0.14453125,14.48932695,,,,
08:38:44.019,,,,,,,,,,1,,,,,,,,,20.7843137254902,,,
08:38:44.138,44.2799886938671,40.3133131793078,44.261498628713,,,1.7056331476742,,,,,0.73446722078444,1.0888577084071,2.80808852522515,4.16,18.578109316527,18.97,,,,,,
08:38:44.412,,,,,,,,,,,,,,,,,-0.0078125,14.804517,,,,
08:38:44.733,44.2617702421941,40.3021236477722,44.2628039465319,,,1.82683622672592,,,,,0.734769532587472,1.08916002021013,2.80924435394168,4.16,19.8982783430219,20.76,,,,,,
08:38:44.825,,,,47.7545173383026,38.7754742658717,,32.5466996279401,43.9199433095272,,,,,,,,,,,,0.00754103625861555,70.8363159150561,
08:38:45.049,,,,,,,,,,,,,,,,,-0.08984375,14.5462674,,,,
08:38:45.333,,,,,,,,,,1,,,,,,,,,23.1372549019608,,,
08:38:45.434,44.2812948115752,40.3161342818059,44.2651558882978,,,1.18398553726991,,,,,0.734999980692224,1.08939046831488,2.81012542618058,4.16,12.8962155611136,13.22,,,,,,
08:38:45.564,,,,47.7614709947759,59.828806068621,,32.5612485414519,43.934492223039,,,,,,,,,,,,0.00775309224683614,70.8363159150561,
08:38:45.664,,,,,,,,,3043,,,,,,,,,,,,,
08:38:45.755,,,,,,,,,,,,,,,,,-0.2578125,14.0306649,,,,
08:38:45.944,,,,,,,,,,1,,,,,,,,,18.0392156862745,,,
08:38:46.057,44.285096867071,40.3196656511635,44.2681499456285,,,1.5339044229597,,,,,0.735265406908179,1.08965589453084,2.81114023023204,4.16,16.7076044984867,16.52,,,,,,
08:38:46.176,,,,47.7672223204815,46.1804790683717,,32.5732879741856,43.9465316557726,,,,,,,,,,,,0.008446929289724,70.8363159150561,
08:38:46.276,,,,,,,,,3031,,,,,,,,,,,,,
08:38:46.410,,,,,,,,,,,,,,,,,0.0390625,14.9829603,,,,
08:38:46.595,,,,,,,,,,1,,,,,,,,,22.7450980392157,,,
08:38:46.694,44.2826300913477,40.3191390505561,44.2713586060413,,,1.76856012473982,,,,,0.735578242584423,1.08996873020708,2.81233629487302,4.16,19.2635229768312,20.34,,,,,,
08:38:46.826,,,,47.773324958222,40.0531709985231,,32.5860699131826,43.9593135947697,,,,,,,,,,,,0.00872011694545241,70.8363159150561,
08:38:46.982,,,,,,,,,3036,,,,,,,,,,,,,
08:38:47.184,,,,,,,,,,,,,,,,,-0.015625,14.78792805,,,,
08:38:47.532,,,,,,,,,,1,,,,,,,,,17.2549019607843,,,
08:38:47.812,,,,47.7825864308198,40.0531709985231,,32.6054810353542,43.9787247169412,,,,,,,,,,,,0,70.8363159150561,
08:38:47.944,,,,,,,,,3041,,,,,,,,,,,,,
08:38:48.046,,,,,,,,,,,,,,,,,-0.32421875,13.83383925,,,,
08:38:48.276,,,,,,,,,,1,,,,,,,,,13.7254901960784,,,
08:38:48.365,44.3075158690023,40.337075276109,44.276633760614,,,0.675216334343611,,,,,0.735891680946988,1.09028216856964,2.81353466376462,4.16,7.35459608582628,7.17,,,,,,
08:38:48.462,,,,47.7886837413776,104.909252774867,,32.618268007665,43.9915116892521,,,,,,,,,,,,0,70.8363159150561,
08:38:48.595,,,,,,,,,3031,,,,,,,,,,,,,
08:38:48.726,,,,,,,,,,,,,,,,,-0.0625,14.5650981,,,,
08:38:48.956,,,,,,,,,,1,,,,,,,,,13.7254901960784,,,
08:38:49.080,44.3179171891242,40.3445177809235,44.280760268918,,,0.583177407244636,,,,,0.736007497479098,1.09039798510175,2.81397746511184,4.16,6.35208903948268,6.52,,,,,,
08:38:49.179,,,,47.7952357450806,120.400872761504,,32.6322750036488,44.0055186852358,,,,,,,,,,,,-0.00943228106508524,70.2149447228187,
08:38:49.305,,,,,,,,,3021,,,,,,,,,,,,,
08:38:49.432,,,,,,,,,,,,,,,,,-0.01171875,14.8107939,,,,
08:38:49.695,,,,,,,,,,1,,,,,,,,,13.7254901960784,,,
08:38:49.816,44.3299361066321,40.3530550418107,44.2853873823473,,,0.569105065476403,,,,,0.736123920038567,1.09051440766122,2.81442258348345,4.16,6.19881017991885,6.47,,,,,,
08:38:49.941,,,,47.8021760777644,123.378042239472,,32.6471192855425,44.0203629671296,,,,,,,,,,,,-0.00909275413891832,70.2149447228187,
08:38:50.070,,,,,,,,,2997,,,,,,,,,,,,,
08:38:50.166,,,,,,,,,,,,,,,,,-0.0625,14.6386275,,,,
08:38:50.349,,,,,,,,,,1,,,,,,,,,13.7254901960784,,,
08:38:50.492,44.3436986990986,40.3627331477223,44.2902270674007,,,0.566008906327217,,,,,0.736230210940526,1.09062069856318,2.81482896548891,4.16,6.16508617355008,6.36,,,,,,
08:38:50.590,,,,47.807939211146,122.955126215778,,32.6596936998518,44.0329373814389,,,,,,,,,,,,-0.0203922487364822,69.5935735305814,
08:38:50.727,,,,,,,,,2991,,,,,,,,,,,,,
08:38:50.834,,,,,,,,,,,,,,,,,-0.02734375,14.7408513,,,,
08:38:51.081,,,,,,,,,,1,,,,,,,,,13.7254901960784,,,
08:38:51.218,44.3539946159141,40.3700947840592,44.2973454190018,,,0.558548670130246,,,,,0.736342811149959,1.09073329877262,2.81525946986964,4.16,6.08382773659755,6.32,,,,,,
08:38:51.361,,,,47.8145837096782,123.484895614032,,32.6744917969854,44.0477354785725,,,,,,,,,,,,-0.0293150805766363,68.9722023383441,
08:38:51.507,,,,,,,,,2968,,,,,,,,,,,,,
08:38:51.610,,,,,,,,,,,,,,,,,-0.02734375,14.69377455,,,,
08:38:51.850,,,,,,,,,,1,,,,,,,,,13.7254901960784,,,
08:38:51.982,44.3668772764314,40.3792294619116,44.3048677979634,,,0.563884624281684,,,,,0.736462541594835,1.09085302921749,2.81571723527953,4.16,6.14194805377629,6.36,,,,,,
08:38:52.090,,,,47.8208301247125,122.316376890488,,32.6884098413874,44.0616535229744,,,,,,,,,,,,-0.0194655924995045,68.9722023383441,
08:38:52.230,,,,,,,,,2969,,,,,,,,,,,,,
08:38:52.331,,,,,,,,,,,,,,,,,-0.22265625,14.15844465,,,,
08:38:52.592,,,,,,,,,,1,,,,,,,,,21.9607843137255,,,
08:38:52.696,44.3636645196515,40.3784014465675,44.3090623947902,,,1.85314937690706,,,,,0.73682960192446,1.09122008954712,2.81712061703779,4.16,20.1848866217095,20.14,,,,,,
08:38:52.834,,,,47.8274205450374,37.5542832023992,,32.7028145434827,44.0760582250697,,,,,,,,,,,,,69.5935735305814,
08:38:52.968,,,,,,,,,2980,,,,,,,,,,,,,
08:38:53.113,,,,,,,,,,,,,,,,,0.0078125,14.99685915,,,,
08:38:53.402,,,,,,,,,,1,,,,,,,,,13.3333333333333,,,
08:38:53.532,44.3735704539097,40.3856754925696,44.3190421789625,,,0.688873349934492,,,,,0.73698973641642,1.09138022403908,2.8177328592409,4.16,7.50335112669242,7.93,,,,,,
08:38:53.700,,,,47.8350798005061,101.0253866307,,32.7195655871101,44.0928092686972,,,,,,,,,,,,,69.5935735305814,
08:38:53.839,,,,,,,,,2992,,,,,,,,,,,,,
08:38:53.950,,,,,,,,,,,,,,,,,-0.07421875,14.4449403,,,,
08:38:54.188,,,,,,,,,,1,,,,,,,,,15.6862745098039,,,
08:38:54.322,44.3859113473219,40.3946398762995,44.3271864719577,,,0.78554110048005,,,,,0.73716222263931,1.09155271026197,2.81839232581687,4.16,8.55627627619894,8.71,,,,,,
08:38:54.432,,,,47.8415410771081,88.5933230918004,,32.7337052904095,44.1069489719966,,,,,,,,,,,,0.00922401413806337,69.5935735305814,
08:38:54.578,,,,,,,,,2973,,,,,,,,,,,,,
08:38:54.706,,,,,,,,,,,,,,,,,-0.0078125,14.84980035,,,,
08:38:54.971,,,,,,,,,,1,,,,,,,,,13.7254901960784,,,
08:38:55.099,44.397561207684,40.4029650435074,44.3376332484512,,,0.579892315618261,,,,,0.737287272043725,1.09167775966638,2.81887042720477,4.16,6.31630714146268,6.61,,,,,,
08:38:55.235,,,,47.8484282919755,118.939883093388,,32.7490919311774,44.1223356127645,,,,,,,,,,,,0,68.9722023383441,
08:38:55.385,,,,,,,,,2983,,,,,,,,,,,,,
08:38:55.522,,,,,,,,,,,,,,,,,-0.01953125,14.678979,,,,
08:38:55.784,,,,,,,,,,1,,,,,,,,,13.7254901960784,,,
08:38:55.926,44.410584510379,40.4122376739184,44.3475771353324,,,0.567115501003808,,,,,0.737417528146441,1.0918080157691,2.81936843536229,4.16,6.17713943183651,6.39,,,,,,
08:38:56.073,,,,47.8556098823651,121.619536239632,,32.7651466501084,44.1383903316955,,,,,,,,,,,,-0.00874564102275473,68.9722023383441,
08:38:56.220,,,,,,,,,2964,,,,,,,,,,,,,
08:38:56.556,,,,,,,,,,1,,,,,,,,,15.6862745098039,,,
08:38:56.689,44.4168914183102,40.4174379229659,44.357715955434,,,1.21055640589858,,,,,0.737674275509165,1.09206476313182,2.82035005755419,4.16,13.1856309624804,13.64,,,,,,
08:38:56.800,,,,47.8618366633297,56.9757211562499,,32.7790758986615,44.1523195802486,,,,,,,,,,,,-0.00913843063733258,68.9722023383441,
08:38:56.938,,,,,,,,,2981,,,,,,,,,,,,,
08:38:57.072,,,,,,,,,,,,,,,,,0.07421875,15.32325795,,,,
08:38:57.354,,,,,,,,,,1,,,,,,,,,18.4313725490196,,,
08:38:57.507,44.4170382277786,40.4186763503508,44.3680611539922,,,1.36965421066584,,,,,0.737985439275372,1.09237592689803,2.82153972998153,4.16,14.9185571858105,16.11,,,,,,
08:38:57.619,,,,47.8690796465297,50.8111434074192,,32.794966989966,44.1682106715531,,,,,,,,,,,,,69.5935735305814,
08:38:57.732,,,,,,,,,2990,,,,,,,,,,,,,
08:38:57.879,,,,,,,,,,,,,,,,,-0.08203125,14.598276,,,,
08:38:58.142,,,,,,,,,,1,,,,,,,,,24.3137254901961,,,
08:38:58.241,44.413616842505,40.4178816549884,44.3713120322678,,,2.03291236996563,,,,,0.738400087982871,1.09279057560553,2.82312505638491,4.16,22.1429023536752,22.78,,,,,,
08:38:58.387,,,,47.8760080586854,34.5391517334475,,32.8098862380158,44.1831299196028,,,,,,,,,,,,0.0179718520290695,70.2149447228187,
08:38:58.534,,,,,,,,,3021,,,,,,,,,,,,,
08:38:58.678,,,,,,,,,,,,,,,,,-0.05859375,14.62562535,,,,
08:38:58.921,,,,,,,,,,1,,,,,,,,,25.0980392156863,,,
08:38:59.114,,,,47.8827680293635,34.844807943478,,32.8241823288453,44.1974260104324,,,,,,,,,,,,0.0279370784088181,70.8363159150561,
08:38:59.230,,,,,,,,,3045,,,,,,,,,,,,,
08:38:59.513,,,,,,,,,,,,,,,,,-0.00390625,14.77806435,,,,
08:38:59.807,,,,,,,,,,1,,,,,,,,,29.0196078431373,,,
08:38:59.949,44.4119767214665,40.4192765387741,44.3879340228999,,,1.44398556959607,,,,,0.73908518359462,1.09347567121728,2.82574438243731,4.16,15.7281897341312,16.38,,,,,,
08:39:00.095,,,,47.8921377044036,49.486514887881,,32.8436597054451,44.2169033870322,,,,,,,,,,,,0.0343856358587473,71.4576871072934,
08:39:00.246,,,,,,,,,3058,,,,,,,,,,,,,
08:39:00.381,,,,,,,,,,,,,,,,,-0.3125,13.791246,,,,
08:39:00.634,,,,,,,,,,1,,,,,,,,,14.1176470588235,,,
08:39:00.732,44.4294752850184,40.4316424392438,44.3950836636803,,,0.677301690382708,,,,,0.739232483965486,1.09362297158814,2.82630755594524,4.16,7.37731021548017,7.17,,,,,,
08:39:00.875,,,,47.8995833798799,105.503669047871,,32.859147623193,44.2323913047801,,,,,,,,,,,,0.0260977947925919,71.4576871072934,
08:39:01.020,,,,,,,,,3055,,,,,,,,,,,,,
08:39:01.117,,,,,,,,,,,,,,,,,-0.0390625,14.79420495,,,,
08:39:01.375,,,,,,,,,,1,,,,,,,,,18.8235294117647,,,
08:39:01.479,44.433057038821,40.4351199322132,44.4016736446266,,,1.39397759349749,,,,,0.73952146235701,1.09391194997967,2.82741240702955,4.16,15.1834925066386,15.83,,,,,,
08:39:01.618,,,,47.9064753654776,50.8160543094848,,32.8737537468682,44.2469974284553,,,,,,,,,,,,,70.8363159150561,
08:39:01.762,,,,,,,,,3053,,,,,,,,,,,,,
08:39:01.876,,,,,,,,,,,,,,,,,0.0234375,15.1327092,,,,
08:39:02.122,,,,,,,,,,1,,,,,,,,,20.7843137254902,,,
08:39:02.259,44.4300017945455,40.434440984036,44.4069354136505,,,1.75105896683323,,,,,0.739901060932013,1.09429154855467,2.82886372626137,4.16,19.0728967421115,20.34,,,,,,
08:39:02.404,,,,47.9139748597574,40.8083421182164,,32.8893732956305,44.2626169772176,,,,,,,,,,,,,71.4576871072934,
08:39:02.554,,,,,,,,,3066,,,,,,,,,,,,,
08:39:02.706,,,,,,,,,,,,,,,,,-0.04296875,14.70453495,,,,
08:39:02.950,,,,,,,,,,1,,,,,,,,,23.921568627451,,,
08:39:03.086,44.4244653679048,40.432316636026,44.4120056704877,,,1.93139769483692,,,,,0.740344870015982,1.09473535763864,2.8305605415321,4.16,21.0371834982785,21.8,,,,,,
08:39:03.231,,,,47.9218514061972,36.9979800528522,,32.9057883272452,44.2790320088323,,,,,,,,,,,,,71.4576871072934,
08:39:03.477,,,,,,,,,,,,,,,,,-0.1015625,14.4234195,,,,
08:39:03.719,,,,,,,,,,1,,,,,,,,,15.6862745098039,,,
08:39:03.827,44.4312908605231,40.4378653793085,44.4168183025722,,,1.24374748144247,,,,,0.740600587074254,1.09499107469691,2.831538224561,4.16,13.5471550279738,13.77,,,,,,
08:39:03.966,,,,47.9288396949869,57.4536346436063,,32.9203615528542,44.2936052344413,,,,,,,,,,,,,71.4576871072934,
08:39:04.114,,,,,,,,,3079,,,,,,,,,,,,,
08:39:04.240,,,,,,,,,,,,,,,,,0.01953125,14.83545315,,,,
08:39:04.500,,,,,,,,,,1,,,,,,,,,22.3529411764706,,,
08:39:04.606,44.4266000209438,40.436173110577,44.4202108984446,,,1.8774716745635,,,,,0.741006814133579,1.09539730175624,2.83309135247691,4.16,20.4498101225846,21.38,,,,,,
08:39:04.723,,,,47.9360479682539,38.0606612370407,,32.9354030208374,44.3086467024245,,,,,,,,,,,,0.00912147044089927,71.4576871072934,
08:39:04.864,,,,,,,,,3082,,,,,,,,,,,,,
08:39:04.991,,,,,,,,,,,,,,,,,-0.0390625,14.67584055,,,,
08:39:05.393,44.4284545132207,40.4385481265504,44.4227863253251,,,1.40522037859764,,,,,0.741314439064107,1.09570492668676,2.8342674948738,4.16,15.3059512492455,15.83,,,,,,
08:39:05.535,,,,47.9439676603284,51.2938659130188,,32.9516537931328,44.3248974747198,,,,,,,,,,,,0.009047396443613,72.0790582995307,
08:39:05.660,,,,,,,,,3095,,,,,,,,,,,,,
08:39:05.772,,,,,,,,,,,,,,,,,-0.0859375,14.7910665,,,,
08:39:06.050,,,,,,,,,,1,,,,,,,,,22.3529411764706,,,
08:39:06.195,44.4259706220351,40.4383497010624,44.4240687986709,,,1.82849749034525,,,,,0.741721681539831,1.09611216916249,2.83582450503124,4.16,19.9163731702511,20.76,,,,,,
08:39:06.312,,,,47.9515417993713,39.4198986099888,,32.9672050481783,44.3404487297654,,,,,,,,,,,,0.00919415446105876,72.0790582995307,
08:39:06.467,,,,,,,,,3098,,,,,,,,,,,,,
08:39:06.603,,,,,,,,,,,,,,,,,-0.02734375,14.61486495,,,,
08:39:06.872,,,,,,,,,,1,,,,,,,,,22.7450980392157,,,
08:39:07.006,44.4219939001314,40.4371727959451,44.4244940981348,,,1.85054244889069,,,,,0.742138162178011,1.09652864980067,2.83741683545519,4.16,20.156491422112,20.76,,,,,,
08:39:07.153,,,,47.9597426959701,38.9503011515552,,32.9840546973383,44.3572983789254,,,,,,,,,,,,0.00888651588593516,72.0790582995307,
08:39:07.270,,,,,,,,,3118,,,,,,,,,,,,,
08:39:07.406,,,,,,,,,,,,,,,,,-0.08203125,14.56016625,,,,
08:39:07.648,,,,,,,,,,1,,,,,,,,,23.1372549019608,,,
08:39:07.777,44.4201739291868,40.4374292289747,44.424755477405,,,1.91296875256757,,,,,0.742547893702015,1.09693838132467,2.83898336199091,4.16,20.8364516442249,21.38,,,,,,
08:39:07.927,,,,47.9674726140034,38.0040488747026,,32.9996813618364,44.3729250434235,,,,,,,,,,,,0.0176795093035795,72.7004294917681,
08:39:08.070,,,,,,,,,3121,,,,,,,,,,,,,
08:39:08.204,,,,,,,,,,,,,,,,,-0.05078125,14.6413176,,,,
08:39:08.446,,,,,,,,,,1,,,,,,,,,20.7843137254902,,,
08:39:08.582,44.4179764334466,40.4373516591693,44.425118926197,,,1.73597560131204,,,,,0.742936439878621,1.09732692750128,2.84046889058793,4.16,18.908605602545,19.51,,,,,,
08:39:08.732,,,,47.9755071998533,41.8787901819646,,33.0159342536979,44.389177935285,,,,,,,,,,,,0.00886003527019894,72.7004294917681,
08:39:08.865,,,,,,,,,3140,,,,,,,,,,,,,
08:39:09.021,,,,,,,,,,,,,,,,,-0.03515625,14.6287638,,,,
08:39:09.299,,,,,,,,,,1,,,,,,,,,22.7450980392157,,,
08:39:09.404,44.4144022524831,40.4364750858084,44.4242943830763,,,1.86659526424228,,,,,0.743362164547932,1.09775265217059,2.84209656371611,4.16,20.3313420099106,20.96,,,,,,
08:39:09.550,,,,47.9838798187923,39.2811080491243,,33.0326079855622,44.4058516671492,,,,,,,,,,,,0.0174950675567534,73.3218006840054,
08:39:09.692,,,,,,,,,3148,,,,,,,,,,,,,
08:39:09.796,,,,,,,,,,,,,,,,,-0.0390625,14.6709087,,,,
08:39:10.040,,,,,,,,,,1,,,,,,,,,23.1372549019608,,,
08:39:10.174,44.4118161046084,40.4362402573338,44.4242820210378,,,1.95713635742971,,,,,0.743780886505488,1.09817137412814,2.84369746337643,4.16,21.3175343392329,22.04,,,,,,
08:39:10.305,,,,47.9915946449234,37.4638844045479,,33.047981141436,44.4212248230231,,,,,,,,,,,,0.0179738203558373,73.3218006840054,
08:39:10.418,,,,,,,,,3165,,,,,,,,,,,,,
08:39:10.556,,,,,,,,,,,,,,,,,0.01953125,14.9094309,,,,
08:39:10.810,,,,,,,,,,1,,,,,,,,,25.0980392156863,,,
08:39:10.944,44.4051694690139,40.4333933221361,44.4224118355218,,,2.13990369005537,,,,,0.744238419284153,1.09862890690681,2.8454467484491,4.16,23.3082739596721,24.49,,,,,,
08:39:11.053,,,,47.999415629892,34.5545002294469,,33.0633311749659,44.436574856553,,,,,,,,,,,,0.0181262430104674,73.9431718762427,
08:39:11.202,,,,,,,,,3176,,,,,,,,,,,,,
08:39:11.346,,,,,,,,,,,,,,,,,-0.06640625,14.61845175,,,,
08:39:11.621,,,,,,,,,,1,,,,,,,,,26.6666666666667,,,
08:39:11.755,44.3961495522054,40.4290774881121,44.4195719808074,,,2.20477779184511,,,,,0.74473537738816,1.09912586501082,2.84734676836815,4.16,24.0148961055332,24.74,,,,,,
08:39:11.864,,,,48.0081076993117,33.819587223318,,33.080142312506,44.4533859940931,,,,,,,,,,,,0.0271327004657184,74.5645430684801,
08:39:12.005,,,,,,,,,3193,,,,,,,,,,,,,
08:39:12.147,,,,,,,,,,,,,,,,,-0.08203125,14.6484912,,,,
08:39:12.378,,,,,,,,,,1,,,,,,,,,22.3529411764706,,,
